City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
159,minot,48.2325,-101.2963,260.27,66,0,2.57,US,1669850298
160,hohhot,40.8106,111.6522,250.31,77,0,2.0,CN,1669850298
161,poronaysk,49.2167,143.1167,259.62,69,87,7.49,RU,1669850298
162,celestun,20.8667,-90.4,299.54,82,55,7.17,MX,1669850298
163,shuyskoye,59.3736,41.0305,260.31,97,56,0.74,RU,1669850299
164,emerald,-23.5333,148.1667,292.23,81,83,6.59,AU,1669850133
165,lebu,-37.6167,-73.65,285.49,72,0,9.93,CL,1669850299
166,ambajogai,18.7333,76.3833,288.73,53,15,1.77,IN,1669850299
167,dingle,10.9995,122.6711,298.19,90,98,3.91,PH,1669850300
168,husavik,66.0449,-17.3389,278.93,88,100,4.91,IS,1669850300
169,sobolevo,54.4299,31.8996,265.54,89,100,3.28,RU,1669850300
170,sorrento,40.626,14.3744,284.91,79,0,2.06,IT,1669850300
171,oksfjord,70.2396,22.3479,274.25,89,91,1.14,NO,1669850301
172,coquimbo,-29.9533,-71.3436,291.0,72,100,4.12,CL,1669850206
173,aksu,41.1231,80.2644,264.84,19,42,1.24,CN,1669850070
174,moron,-34.6534,-58.6198,297.03,75,89,4.91,AR,1669850027
175,harindanga,22.0383,88.3214,293.75,51,0,3.47,IN,1669850301
176,alofi,-19.0595,-169.9187,303.09,70,40,5.14,NU,1669850301
177,coro,11.4045,-69.6734,298.4,84,8,4.4,VE,1669850056
178,berlevag,70.8578,29.0864,273.15,86,75,4.12,NO,1669850301
179,mucurapo,10.6667,-61.5333,299.18,77,1,3.92,TT,1669850301
180,road town,18.4167,-64.6167,300.2,78,40,3.09,VG,1669850302
181,norman wells,65.282,-126.8329,250.17,77,100,2.06,CA,1669850302
182,sur,22.5667,59.5289,296.07,56,72,1.08,OM,1669850302
183,harper,4.375,-7.7169,298.9,83,90,1.99,LR,1669850302
184,luena,-11.7833,19.9167,289.29,97,97,1.11,AO,1669850302
185,nyrob,60.733,56.7202,259.7,98,95,0.79,RU,1669850302
186,ginda,30.6945,78.4932,281.64,18,0,3.42,IN,1669850303
187,bogovarovo,58.9785,47.0246,259.17,98,57,1.09,RU,1669850303
188,gucheng,35.9115,111.3192,267.36,13,4,0.92,CN,1669850303
189,beihai,21.4833,109.1,285.98,81,100,9.88,CN,1669850303
190,cooma,-36.2333,149.1333,286.51,77,100,0.64,AU,1669850304
191,novoagansk,61.9449,76.6625,245.45,99,30,0.5,RU,1669850304
192,rabaul,-4.1967,152.1721,301.55,70,72,2.22,PG,1669850304
193,vuktyl,63.8567,57.3094,251.89,100,79,0.91,RU,1669850305
194,ostersund,63.1792,14.6357,272.4,100,100,2.06,SE,1669850305
195,vestmanna,62.1564,-7.1664,281.66,100,100,11.32,FO,1669850305
196,natal,-5.795,-35.2094,300.51,73,20,5.14,BR,1669850301
197,prado,-17.3411,-39.2208,298.06,91,100,3.03,BR,1669850305
198,igrim,63.1906,64.4162,251.42,99,68,1.26,RU,1669850305
199,camden,39.7835,-74.9663,286.06,76,100,1.34,US,1669850305
200,tuktoyaktuk,69.4541,-133.0374,256.15,92,100,5.14,CA,1669850305
201,bambanglipuro,-7.95,110.2833,298.55,79,100,1.39,ID,1669850145
202,mount gambier,-37.8333,140.7667,289.08,73,67,2.88,AU,1669850305
203,batemans bay,-35.7167,150.1833,291.54,67,69,1.75,AU,1669850306
204,hualmay,-11.0964,-77.6139,293.58,80,60,4.07,PE,1669850306
205,fukue,32.6881,128.8419,280.35,65,75,5.66,JP,1669850306
206,usinsk,65.9939,57.5281,249.7,100,99,1.37,RU,1669850306
207,pacific grove,36.6177,-121.9166,287.6,58,0,2.57,US,1669850308
208,tautira,-17.7333,-149.15,299.04,81,35,5.49,PF,1669850308
209,port elizabeth,-33.918,25.5701,292.09,90,0,4.12,ZA,1669850147
210,mehamn,71.0357,27.8492,273.12,86,75,3.6,NO,1669850308
211,awjilah,29.1081,21.2869,287.12,39,0,2.2,LY,1669850309
212,machiques,10.0644,-72.545,297.48,88,15,3.45,VE,1669850309
213,bukama,-9.2,25.85,292.91,97,100,1.26,CD,1669850309
214,phangnga,8.4509,98.5298,297.17,93,100,1.45,TH,1669850309
215,meulaboh,4.1363,96.1285,297.14,88,100,1.34,ID,1669850309
216,winton,37.3894,-120.6133,290.76,47,0,2.57,US,1669850309
217,homer,59.6425,-151.5483,270.26,66,0,0.45,US,1669850310
218,ilebo,-4.3167,20.5833,292.76,98,100,0.68,CD,1669850310
219,mar del plata,-38.0023,-57.5575,290.98,97,100,7.2,AR,1669850055
220,riosucio,5.4216,-75.7032,288.7,97,100,0.72,CO,1669850310
221,oistins,13.0667,-59.5333,299.2,78,20,4.63,BB,1669850310
222,kahului,20.8947,-156.47,302.58,75,40,6.17,US,1669850311
223,bilma,18.6853,12.9164,291.62,31,10,2.99,NE,1669850311
224,fort frances,48.5999,-93.4003,263.27,78,100,7.72,CA,1669850311
225,paraiso,9.8383,-83.8656,291.46,93,100,1.12,CR,1669850311
226,aranda de duero,41.6704,-3.6892,277.99,71,63,1.15,ES,1669850311
227,beira,-19.8436,34.8389,296.69,69,17,2.62,MZ,1669850311
228,reconquista,-29.15,-59.65,307.16,38,40,7.2,AR,1669850312
229,chokurdakh,70.6333,147.9167,255.42,97,100,4.34,RU,1669850312
230,pingliang,35.5392,106.6861,265.47,29,92,0.55,CN,1669850312
231,whitianga,-36.8333,175.7,293.12,56,38,6.28,NZ,1669850312
232,manadhoo,5.7667,73.3833,300.3,69,11,1.1,MV,1669850312
233,evensk,61.95,159.2333,270.74,98,100,0.18,RU,1669850312
234,buenos aires,-34.6132,-58.3772,297.03,76,90,0.45,AR,1669849440
235,joshimath,30.5667,79.5667,282.52,16,0,4.08,IN,1669850312
236,sao joao da ponte,-15.9292,-44.0078,293.72,95,65,1.82,BR,1669850312
237,yumen,40.2833,97.2,258.79,78,73,0.98,CN,1669850313
238,high level,58.5169,-117.136,248.21,70,20,1.03,CA,1669850313
239,mayskiy,47.6931,40.1025,269.82,33,18,7.96,RU,1669850088
240,kjollefjord,70.9457,27.3465,275.18,86,75,3.6,NO,1669850313
241,vangaindrano,-23.35,47.6,294.61,95,99,1.6,MG,1669850313
242,bilibino,68.0546,166.4372,258.67,96,100,2.23,RU,1669850313
243,vestmannaeyjar,63.4427,-20.2734,280.83,72,83,10.71,IS,1669850314
244,mount isa,-20.7333,139.5,301.02,34,0,5.14,AU,1669850314
245,kamenka,51.3223,42.7678,267.32,52,1,2.77,RU,1669850314
246,qasigiannguit,68.8193,-51.1922,267.29,94,100,2.85,GL,1669850314
247,iralaya,15.0,-83.2333,299.11,84,10,4.87,HN,1669850315
248,smithers,54.7804,-127.1743,261.33,37,75,5.66,CA,1669850315
249,lorengau,-2.0226,147.2712,302.39,69,96,1.79,PG,1669850315
250,rocha,-34.4833,-54.3333,293.99,85,22,5.83,UY,1669850315
251,broome,42.2506,-75.833,277.94,77,75,6.17,US,1669850315
252,myitkyina,25.3833,97.4,290.77,65,68,1.02,MM,1669850315
253,bandarbeyla,9.4942,50.8122,298.42,83,5,7.18,SO,1669850315
254,turkistan,43.0,68.0,270.38,57,29,3.05,KZ,1669850316
255,katsuura,35.1333,140.3,286.1,84,100,7.91,JP,1669850316
256,erzin,36.9559,36.2,287.9,74,89,1.79,TR,1669850303
257,benjamin aceval,-24.9667,-57.5667,298.97,68,42,2.52,PY,1669850316
258,kupang,-10.1667,123.5833,300.47,89,20,1.03,ID,1669850316
259,tiznit,29.5833,-9.5,286.87,64,94,1.35,MA,1669850316
260,hays,30.0502,-98.0336,285.53,39,0,2.24,US,1669850316
261,pradopolis,-21.3594,-48.0656,298.25,85,42,1.74,BR,1669850316
262,tahta,26.7693,31.5021,290.12,43,0,2.13,EG,1669850316
263,cap malheureux,-19.9842,57.6142,295.63,75,56,1.34,MU,1669850317
264,farmington,36.7281,-108.2187,282.12,27,62,2.24,US,1669850317
265,talnakh,69.4865,88.3972,253.84,99,99,2.38,RU,1669850317
266,tecpan,14.7623,-90.9947,288.64,79,5,2.1,GT,1669850317
267,fortuna,40.5982,-124.1573,285.34,75,100,8.23,US,1669850318
268,ancud,-41.8697,-73.8203,284.94,60,17,1.92,CL,1669850318
269,tabuk,17.4189,121.4443,297.04,92,84,1.49,PH,1669850318
270,gizo,-8.103,156.8419,301.4,73,82,1.62,SB,1669850318
271,araguaina,-7.1911,-48.2072,296.21,92,98,1.43,BR,1669850318
272,kaitangata,-46.2817,169.8464,289.1,54,23,5.65,NZ,1669850318
273,butaritari,3.0707,172.7902,300.6,76,16,6.1,KI,1669850318
274,petropavlovsk-kamchatskiy,53.0452,158.6483,269.48,86,75,2.0,RU,1669850304
275,kandalaksha,67.162,32.4123,268.2,98,100,0.93,RU,1669850319
276,teseney,15.11,36.6575,298.57,50,1,4.35,ER,1669850319
277,east millcreek,40.7,-111.8105,279.24,51,75,9.26,US,1669850319
278,poso,-1.3959,120.7524,298.41,84,100,1.61,ID,1669850319
279,arraial do cabo,-22.9661,-42.0278,296.13,88,100,6.69,BR,1669850320
280,sitka,57.0531,-135.33,271.09,37,0,5.66,US,1669850320
281,ylojarvi,61.5563,23.5961,272.1,98,100,1.03,FI,1669850320
282,elizabeth city,36.2946,-76.2511,289.85,94,0,2.06,US,1669850320
283,verkhnevilyuysk,63.4453,120.3167,238.1,98,100,2.06,RU,1669850321
284,provideniya,64.3833,-173.3,271.21,74,0,3.0,RU,1669850321
285,safakulevo,54.9901,62.5442,256.97,89,100,2.65,RU,1669850321
286,luwuk,-0.9516,122.7875,300.24,75,94,0.57,ID,1669850321
287,isugod,9.3408,118.1196,299.47,81,95,1.76,PH,1669850321
288,fairbanks,64.8378,-147.7164,258.27,78,100,0.0,US,1669850321
289,bada,51.392,109.8717,255.19,86,100,6.63,RU,1669850321
290,normandin,48.8333,-72.5321,273.32,93,100,5.66,CA,1669850322
291,logan lake,50.4998,-120.8025,264.06,98,100,3.15,CA,1669850322
292,kasongo,-4.45,26.6667,292.63,99,100,0.36,CD,1669850322
293,jardim,-21.4803,-56.1381,300.91,45,28,2.31,BR,1669850322
294,maarianhamina,60.0973,19.9348,276.07,93,20,2.57,AX,1669850322
295,maragogi,-9.0122,-35.2225,298.56,77,100,4.31,BR,1669850322
296,hami,42.8,93.45,261.24,23,89,0.71,CN,1669850323
297,lagoa,39.05,-27.9833,289.7,75,2,3.1,PT,1669850323
298,namibe,-15.1961,12.1522,294.24,75,83,3.46,AO,1669850323
299,mahibadhoo,3.7833,72.9667,299.91,68,43,1.13,MV,1669850323
300,moyale,3.5167,39.0584,293.33,51,53,3.81,KE,1669850323
301,poum,-20.2333,164.0167,300.75,81,68,7.08,NC,1669850323
302,mpika,-11.8343,31.4529,288.66,97,58,1.57,ZM,1669850323
303,coahuayana,18.7333,-103.6833,301.0,72,22,2.01,MX,1669850324
304,korla,41.7597,86.1469,263.36,20,61,2.24,CN,1669850324
305,kiruna,67.8557,20.2251,268.66,86,100,0.0,SE,1669850324
306,caravelas,-17.7125,-39.2481,297.56,93,100,2.3,BR,1669850324
307,praia da vitoria,38.7333,-27.0667,288.57,94,75,2.66,PT,1669850324
308,kuytun,54.3419,101.5036,254.48,80,81,4.52,RU,1669850325
309,haines junction,60.7522,-137.5108,246.12,76,100,0.0,CA,1669850325
310,kutum,14.2,24.6667,293.02,28,19,2.46,SD,1669850325
311,deputatskiy,69.3,139.9,247.47,99,100,1.68,RU,1669850325
312,gardabani,41.4605,45.0928,278.2,96,100,1.99,GE,1669850325
313,kulhudhuffushi,6.6221,73.07,300.45,68,23,0.84,MV,1669850325
314,trinidad,-14.8333,-64.9,302.14,74,75,5.14,BO,1669850326
315,cantanhede,-3.6333,-44.3767,297.8,87,48,1.7,BR,1669850326
316,nikolskoye,59.7035,30.7861,269.09,90,99,1.59,RU,1669850326
317,san vicente,-26.6167,-54.1333,291.08,97,93,0.5,AR,1669850326
318,san quintin,30.4833,-115.95,288.62,66,8,5.25,MX,1669850326
319,nogliki,51.8333,143.1667,250.89,96,81,4.39,RU,1669850326
320,kafue,-15.7691,28.1814,291.15,85,0,1.92,ZM,1669850326
321,bobrovytsya,50.75,31.3833,271.67,58,21,4.4,UA,1669850327
322,ituporanga,-27.4144,-49.6025,292.41,99,98,1.13,BR,1669850327
323,yabrud,33.9674,36.6574,281.12,90,56,0.69,SY,1669850327
324,la macarena,2.1837,-73.7849,298.47,82,28,2.53,CO,1669850327
325,jining,35.405,116.5814,266.59,20,20,1.22,CN,1669850327
326,aasiaat,68.7098,-52.8699,265.54,81,100,8.42,GL,1669850327
327,rosarito,32.3333,-117.0333,290.08,62,21,2.28,MX,1669850327
328,rawson,-43.3002,-65.1023,291.42,48,19,11.28,AR,1669850328
329,nemuro,43.3236,145.575,270.47,58,20,9.42,JP,1669850328
330,kruisfontein,-34.0033,24.7314,290.86,74,16,1.41,ZA,1669850328
331,matara,5.9485,80.5353,296.63,92,100,2.27,LK,1669850328
332,labuan,5.2767,115.2417,299.35,94,20,0.0,MY,1669850328
333,oranjestad,12.524,-70.027,300.32,74,20,5.66,AW,1669850113
334,dubbo,-32.25,148.6167,292.22,55,96,6.69,AU,1669850328
335,kroya,-7.6331,109.2461,298.6,81,100,0.38,ID,1669850328
336,inhambane,-23.865,35.3833,295.45,85,21,4.61,MZ,1669850328
337,metro,-5.1131,105.3067,296.57,87,100,2.38,ID,1669850328
338,port blair,11.6667,92.75,299.96,84,91,2.86,IN,1669850328
339,matamoros,25.5333,-103.25,300.21,20,75,2.06,MX,1669850329
340,luancheng,37.8792,114.6517,263.24,18,0,1.41,CN,1669850329
341,umm kaddadah,13.6017,26.6876,297.51,19,19,8.06,SD,1669850329
342,yulara,-25.2406,130.9889,298.64,19,1,5.19,AU,1669850329
343,isla mujeres,21.2311,-86.731,300.18,77,32,3.84,MX,1669850329
344,san fernando,15.0286,120.6898,300.0,81,89,2.75,PH,1669850329
345,regina,50.4501,-104.6178,256.5,79,100,7.2,CA,1669850329
346,pisco,-13.7,-76.2167,294.18,73,0,8.75,PE,1669850330
347,lompoc,34.6391,-120.4579,289.27,82,100,4.63,US,1669850330
348,port macquarie,-31.4333,152.9167,291.42,60,100,3.99,AU,1669850330
349,axim,4.8699,-2.2405,299.16,82,89,2.39,GH,1669850330
350,tamalameque,8.8522,-73.8123,297.77,89,64,1.41,CO,1669850330
351,livingston,55.9029,-3.5226,277.53,98,100,1.03,GB,1669850330
352,raudeberg,61.9875,5.1352,278.63,71,11,4.09,NO,1669850331
353,sao miguel do tapuio,-5.5036,-41.3233,299.51,64,57,0.97,BR,1669850331
354,gigmoto,13.7796,124.39,300.29,86,83,6.61,PH,1669850331
355,ibra,22.6906,58.5334,293.3,34,99,2.25,OM,1669850331
